,document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
8899,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,Who is Machiavelli advising?,Princes and rulers.,non-hereditary leaders,Who is Machiavelli advising ?,Princes and rulers .,non-hereditary leaders
8900,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What does the word state denote?,All organized forms of political power.,status,What does the word state denote ?,All organized forms of political power .,status
8901,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,At what time did the word state come to acquire a modern meaning?,During the Renaissance.,During the Renaissance ,At what time did the word state come to acquire a modern meaning ?,During the Renaissance .,During the Renaissance
8902,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What else in included in this treatise that is supposed to be about princedoms?,Republics.,republics,What else in included in this treatise that is supposed to be about princedoms ?,Republics .,republics
8903,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,How are republics treated in this work?,Reublics are effectively treated as a type of princedom.,as a type of princedom,How are republics treated in this work ?,Reublics are effectively treated as a type of princedom .,as a type of princedom
8904,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What type of princedoms are earier to rule?,Hereditary princedoms.,hereditary princedoms ,What type of princedoms are earier to rule ?,Hereditary princedoms .,hereditary princedoms
8905,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,When would a prince's subject not be well disposed toward him?,In a situation where immoral or wicked behavior causes the prince to be hated.,if he has extraordinary vices ,When would a prince s subject not be well disposed toward him ?,In a situation where immoral or wicked behavior causes the prince to be hated .,if he has extraordinary vices
8906,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What is an oligarchy?,A government ruled by a single person.,ruled by a single monarch,What is an oligarchy ?,A government ruled by a single person .,ruled by a single monarch
8907,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What is a democracy?,A government ruled by the people.,Government ruled by the people,What is a democracy ?,A government ruled by the people .,Government ruled by the people
8908,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What is tyranny?,A corrupt form of government.,cruel or oppressive government rule,What is tyranny ?,A corrupt form of government .,cruel or oppressive government rule
8909,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What are mixed cases?,One of two types of new states.,Cases of hereditary Princes and those who gained the crown by their own efforts. ,What are mixed cases ?,One of two types of new states .,Cases of hereditary Princes and those who gained the crown by their own efforts .
8910,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What is a state?,A form of gorvernment either repulican or princely.,all forms of organization of supreme political power,What is a state ?,A form of gorvernment either repulican or princely .,all forms of organization of supreme political power
8911,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What type of government does the story talk about?,Princedoms,Princedom ,What type of government does the story talk about ?,Princedoms,Princedom
8912,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,Which princedom is easiest to rule?,An hereditary princedom,Heredity princedoms ,Which princedom is easiest to rule ?,An hereditary princedom,Heredity princedoms
8913,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What would cause a population to hate a prince who inherited his princedom?,Extrodinary vices,Extraordinary vices,What would cause a population to hate a prince who inherited his princedom ?,Extrodinary vices,Extraordinary vices
8914,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What groups does the story divide new states into?,Mixed cases and purely new states,princedoms and republics,What groups does the story divide new states into ?,Mixed cases and purely new states,princedoms and republics
8915,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What other form of governement is mentioned throughout the story?,Republics,monarchy,What other form of governement is mentioned throughout the story ?,Republics,monarchy
8916,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,Why is it harder to rule a new princedom?,The new ruler isn't established and doesn't know the customs..,His subjects are not naturally well disposed towards him.,Why is it harder to rule a new princedom ?,The new ruler is n't established and does n't know the customs..,His subjects are not naturally well disposed towards him .
8917,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,How do subjects treat an hereditary prince?,They naturally like him.,He will be well received. ,How do subjects treat an hereditary prince ?,They naturally like him .,He will be well received .
8918,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,Why are republics favored in the story?,They have many strengths.,it is a type of princedom with many strenghs,Why are republics favored in the story ?,They have many strengths .,it is a type of princedom with many strenghs
8919,65ba9ee675bf87cff5d76e2a27c0652adb69381b,train,What type of prince will a population most easily accept?,One who inherits his princedom.,Xenophon,What type of prince will a population most easily accept ?,One who inherits his princedom .,Xenophon
9187,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What is the title of the story?,She: A History of Adventure,She: A History of Adventure,What is the title of the story ?,She : A History of Adventure,She : A History of Adventure
9188,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What is Horace Holly's job title?,Cambridge University professor,Cambridge University professor,What is Horace Holly s job title ?,Cambridge University professor,Cambridge University professor
9189,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,"What does Vincey give to Holly, to give to his son Leo on his 25th birthday?",A locked iron box,A locked iron box,"What does Vincey give to Holly , to give to his son Leo on his 25th birthday ?",A locked iron box,A locked iron box
9190,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,"What did Holly and Leo discover in the box, upon opening it?","""Sherd of Amenartas""",Sheds Amenartas,"What did Holly and Leo discover in the box , upon opening it ?",Sherd of Amenartas,Sheds Amenartas
9191,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,"Where did Holly, Leo and Job travel to and become shipwrecked at?",East Africa,Eastern Africa ,"Where did Holly , Leo and Job travel to and become shipwrecked at ?",East Africa,Eastern Africa
9192,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is chief elder of one of the Amahagger tribes?,Billali,Billali ,Who is chief elder of one of the Amahagger tribes ?,Billali,Billali
9193,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who may have some degree of power to reanimate the dead?,Ayesha,Ayesha,Who may have some degree of power to reanimate the dead ?,Ayesha,Ayesha
9194,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who has supernatural powers?,Ayesha,Ayesha,Who has supernatural powers ?,Ayesha,Ayesha
9195,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is Ayesha confident of becomming the reincarnation of her former lover?,Leo,Leo,Who is Ayesha confident of becomming the reincarnation of her former lover ?,Leo,Leo
9196,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What does Ayesha tell Leo before she dies?,"""Forget me not. I shall come again!""","""Forget me not. I shall come again!""",What does Ayesha tell Leo before she dies ?,Forget me not . I shall come again !,Forget me not . I shall come again !
9197,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What are the instructions that Vincey gives Holly with the iron box?,Don't open the box until Leo turns 25,Don't open the box until Leo turns 25. ,What are the instructions that Vincey gives Holly with the iron box ?,Do n't open the box until Leo turns 25,Do n't open the box until Leo turns 25 .
9198,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who does Vincey put in charge of raising his son Leo?,Holly,Horace Holly,Who does Vincey put in charge of raising his son Leo ?,Holly,Horace Holly
9199,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Why did Holly shoot several of the Amahagger?,Because some of the Amahagger planned to eat Leo as part of a ritual.,To protect Mahomed from becoming the natives meal.,Why did Holly shoot several of the Amahagger ?,Because some of the Amahagger planned to eat Leo as part of a ritual .,To protect Mahomed from becoming the natives meal .
9200,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Where is the home of the Queen?,near the ruins of the lost city of K么r.,Near the ruins of Kor,Where is the home of the Queen ?,near the ruins of the lost city of K么r .,Near the ruins of Kor
9201,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What does Ayesha say Leo has to do to become immortal?,Bathe in fire,Bathe in the fire of a volcano.,What does Ayesha say Leo has to do to become immortal ?,Bathe in fire,Bathe in the fire of a volcano .
9202,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What is the last thing Ayesha says to Leo before she dies?,Forget me not.I shall come once again.,Forget me not. I shall come again!,What is the last thing Ayesha says to Leo before she dies ?,Forget me not.I shall come once again .,Forget me not . I shall come again !
9203,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is the queen?,Ayesha,Ayesha,Who is the queen ?,Ayesha,Ayesha
9204,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Why does Ayesha step into the Spirit of Life?,To allay Leo's fear,to convince Leo,Why does Ayesha step into the Spirit of Life ?,To allay Leo s fear,to convince Leo
9205,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,How long has Ayesha lived?,More than 2 millenia,2 millenia,How long has Ayesha lived ?,More than 2 millenia,2 millenia
9206,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,How does Ustane die?,Ayesha strikes her dead with magic.,Ustane is struck dead by magic from Ayesha.,How does Ustane die ?,Ayesha strikes her dead with magic .,Ustane is struck dead by magic from Ayesha .
9207,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What happened to Leo's father?,He died,He died.,What happened to Leo s father ?,He died,He died .
9208,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What is Holly's profession?,He is a professor at a university,Professor at Cambridge,What is Holly s profession ?,He is a professor at a university,Professor at Cambridge
9209,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What does Leo's father leave Holly and Leo?,an iron box,A locked iron box.,What does Leo s father leave Holly and Leo ?,an iron box,A locked iron box .
9210,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Where does the box take them when they finally open it?,Africa,Africa,Where does the box take them when they finally open it ?,Africa,Africa
9211,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who saves Leo after he is injured?,Ayesha,Ustane,Who saves Leo after he is injured ?,Ayesha,Ustane
9212,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What did the people intend to do with Mohomed?,eat him,consume him,What did the people intend to do with Mohomed ?,eat him,consume him
9213,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Where does Ayesha and her people live?,under a volcano,Africa.,Where does Ayesha and her people live ?,under a volcano,Africa .
9214,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What did Ayesha think would happen to Leo if he bathed in the Pillar of Fire?,he would become immortal,He would become immortal,What did Ayesha think would happen to Leo if he bathed in the Pillar of Fire ?,he would become immortal,He would become immortal
9215,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,How did Ayesha kill Ustane?,magic,Ayesha strikes Ustane dead with magic.,How did Ayesha kill Ustane ?,magic,Ayesha strikes Ustane dead with magic .
9216,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What happens to Ayesha when she steps into the fire?,Her immortal magic is gone and she dies.,She reverts to her true age and withers away.,What happens to Ayesha when she steps into the fire ?,Her immortal magic is gone and she dies .,She reverts to her true age and withers away .
9217,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is Leo's biological father?,Vincey,Vincey,Who is Leo s biological father ?,Vincey,Vincey
9218,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Why does Ayesha kill Ustane?,Because she refuses to stay away from Leo,She refuses to leave Leo,Why does Ayesha kill Ustane ?,Because she refuses to stay away from Leo,She refuses to leave Leo
9219,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who does Ayesha believe Leo to be? ,The reincarnation of Kallikrates,Kallikrates reincarnate,Who does Ayesha believe Leo to be ?,The reincarnation of Kallikrates,Kallikrates reincarnate
9220,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who did Vincey want to raise his son once he died?,Horace Holly,Holly,Who did Vincey want to raise his son once he died ?,Horace Holly,Holly
9221,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What did Horace Holly do for a living? ,He was a professor,He was a Cambridge University professor.,What did Horace Holly do for a living ?,He was a professor,He was a Cambridge University professor .
9222,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,"Where did Holly, Leo and Job travel to? ",Eastern Africa,eastern Africa,"Where did Holly , Leo and Job travel to ?",Eastern Africa,eastern Africa
9223,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,How does Mahomed die?,He is accidentally shot by Holly,Holly shots him,How does Mahomed die ?,He is accidentally shot by Holly,Holly shots him
9224,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What happens to Job after seeing Ayesha wither away in the fire?,Job dies,Dies,What happens to Job after seeing Ayesha wither away in the fire ?,Job dies,Dies
9225,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is the chief elder of the Amahagger tribes?,Billali,Billali.,Who is the chief elder of the Amahagger tribes ?,Billali,Billali .
9226,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,How old is Leo when the box is opened?,Leo is 25 years old,25.,How old is Leo when the box is opened ?,Leo is 25 years old,25 .
9227,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is the young professor?,Horace Holly,Horace Holly,Who is the young professor ?,Horace Holly,Horace Holly
9228,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is ruled by the white queen?,the natives,The natives.,Who is ruled by the white queen ?,the natives,The natives .
9229,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What  did Ayesha take the two men to go and see? ,pillar of fire,The Pillar of Fire,What did Ayesha take the two men to go and see ?,pillar of fire,The Pillar of Fire
9230,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What is ayesha a white sorcess to ?,she is a queen ,The people of Kor.,What is ayesha a white sorcess to ?,she is a queen,The people of Kor .
9231,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is leo the son to ?,he is vincey son,Vinceny.,Who is leo the son to ?,he is vincey son,Vinceny .
9232,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is ustane?,an amahagger maiden,A maiden of Amahagger,Who is ustane ?,an amahagger maiden,A maiden of Amahagger
9233,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,How old was leo when leo opened the box?,25,25,How old was leo when leo opened the box ?,25,25
9234,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,What type of box is to be opened?,an iron box,Iron,What type of box is to be opened ?,an iron box,Iron
9235,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who decided leo should die in the fire?,the queen ayesha,Ayesha,Who decided leo should die in the fire ?,the queen ayesha,Ayesha
9236,6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is vincey?,colleague,Leo's father,Who is vincey ?,colleague,Leo s father
12766,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Who is pip's benefactor?,Abel Magwitch,Miss Havisham. ,Who is pip s benefactor ?,Abel Magwitch,Miss Havisham .
12767,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,What does Ms. Havisham wear?,A wedding dress,A wedding dress,What does Ms. Havisham wear ?,A wedding dress,A wedding dress
12768,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Why is Pip arrested?,For his debt,Debt. ,Why is Pip arrested ?,For his debt,Debt .
12769,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Who is Estella's real father?,Magwitch,NNNNNNNNNNNNNN,Who is Estella s real father ?,Magwitch,NNNNNNNNNNNNNN
12770,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Who brought Estella to Ms. Havisham?,Jaggers,jaggers,Who brought Estella to Ms. Havisham ?,Jaggers,jaggers
12771,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Where did Pip see the escaped convict at the beginning of the story?,In the village churchyard. ,NNNNNNNNNNNNNNNNNN,Where did Pip see the escaped convict at the beginning of the story ?,In the village churchyard .,NNNNNNNNNNNNNNNNNN
12772,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,"What does Pip tell Magwitch, when Magwitch was in jail?",That his daughter Estella is alive. ,His daughter Estella is still alive,"What does Pip tell Magwitch , when Magwitch was in jail ?",That his daughter Estella is alive .,His daughter Estella is still alive
12773,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,What is Joe Gargery's trade?,A blacksmith.,blacksmith,What is Joe Gargery s trade ?,A blacksmith .,blacksmith
12774,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Where was Magwitch before he returned to England?,New South Wales.,New South Wales,Where was Magwitch before he returned to England ?,New South Wales .,New South Wales
12775,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,How does the story end?,Pip takes Estella's hand and leaves Satis house. ,Pip forgives Estella,How does the story end ?,Pip takes Estella s hand and leaves Satis house .,Pip forgives Estella
12776,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Why did Pip emphasize in no parting from Estella after visiting the ruins of SatisÂ´house?,He does not want Estella to suffer as Miss Havisham did when she was jilted,he sees no shadow,Why did Pip emphasize in no parting from Estella after visiting the ruins of SatisÂ´house ?,He does not want Estella to suffer as Miss Havisham did when she was jilted,he sees no shadow
12777,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,How did Pip fall into debt and face arrest?,He stopped using Abel MagwitchÂ´s money and fell ill so could not work,He lives on a fixed income. ,How did Pip fall into debt and face arrest ?,He stopped using Abel MagwitchÂ´s money and fell ill so could not work,He lives on a fixed income .
12778,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Why wasnÂ´t Magwith executed since he came back to England?,He died from a fightÂ´s wounds before he could stand trial,Pip protected him,Why wasnÂ´t Magwith executed since he came back to England ?,He died from a fightÂ´s wounds before he could stand trial,Pip protected him
12779,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Why did Orlick want to kill Pip?,because he killed Joe´s wife and knew Pip was Joe´s friend,because of past crimes,Why did Orlick want to kill Pip ?,because he killed Joe´s wife and knew Pip was Joe´s friend,because of past crimes
12780,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Why did Magwitch want to kill Compeyson?,Because he was condemed for CompeysonÂ´s crime on Miss Havisham,Compeyson would have identified Magwitch. ,Why did Magwitch want to kill Compeyson ?,Because he was condemed for CompeysonÂ´s crime on Miss Havisham,Compeyson would have identified Magwitch .
12781,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Why did Estella decide to engage Bentley Drummle?,Because she wanted to get even at Miss Havisham after quarelling with her,pip is broke,Why did Estella decide to engage Bentley Drummle ?,Because she wanted to get even at Miss Havisham after quarelling with her,pip is broke
12782,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Why did Estella end up living at Satis house?,His husband has passed and she had no other relatives,"She lived in it as a child with Miss Havisham, her adopted mother.",Why did Estella end up living at Satis house ?,His husband has passed and she had no other relatives,"She lived in it as a child with Miss Havisham , her adopted mother ."
12783,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Where was Magwitch sent to in order to spare his death?,He was ostracized to New South Wales,New South Wales,Where was Magwitch sent to in order to spare his death ?,He was ostracized to New South Wales,New South Wales
12784,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,What does Pip steal for the convict?,food and a file,HHHHHHHHHHHHH,What does Pip steal for the convict ?,food and a file,HHHHHHHHHHHHH
12785,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,What does Miss Havisham usually wear?,an old wedding dress,wedding dress,What does Miss Havisham usually wear ?,an old wedding dress,wedding dress
12786,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,What trade is Pip learning?,blacksmithing,JJHHHHHHHHHHHHHHHHHHH,What trade is Pip learning ?,blacksmithing,JJHHHHHHHHHHHHHHHHHHH
12787,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Who is Pip's benefactor?,"Abel Magwitch, the escaped convict",Abel Magwitch the convict,Who is Pip s benefactor ?,"Abel Magwitch , the escaped convict",Abel Magwitch the convict
12788,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Who is Estella's father?,Magwitch,Abel Magwitch,Who is Estella s father ?,Magwitch,Abel Magwitch
12789,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,What does Pip do for a job in Cairo?,he is a clerk at Herbert's firm,He joins Herbert's firm in Cairo.,What does Pip do for a job in Cairo ?,he is a clerk at Herbert s firm,He joins Herbert s firm in Cairo .
12790,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Where does Miss Havisham live?,Satis House,Satis House. ,Where does Miss Havisham live ?,Satis House,Satis House .
12791,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Who brought Estella to Miss Havisham?,Jaggers,Jaggers and later Pip,Who brought Estella to Miss Havisham ?,Jaggers,Jaggers and later Pip
12792,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,Where did Abel go after his escape?,New South Wales,New South Wales,Where did Abel go after his escape ?,New South Wales,New South Wales
12793,934fbd3acf4433a952b49cfc004dd2b363b57faf,train,What is Pip arrested for?,debt,BBBBBBBBBB,What is Pip arrested for ?,debt,BBBBBBBBBB
13466,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who is pressuring Adeliene into an affair?,Crevel,"Celestin Crevel, a perfumer",Who is pressuring Adeliene into an affair ?,Crevel,"Celestin Crevel , a perfumer"
13467,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Why does Crevel dislike Baron Hulot?,they both went after the same woman and Hulot won.,Because  Baron Hulot and  Josepha Mira had relationship.,Why does Crevel dislike Baron Hulot ?,they both went after the same woman and Hulot won .,Because Baron Hulot and Josepha Mira had relationship .
13468,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,What other name is Bette known by?,Lisbeth,Lisbeth,What other name is Bette known by ?,Lisbeth,Lisbeth
13469,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,How does Bette meet Steinbock?,he attempts to commit suicide in an apartment near hers.,she comes upon him trying to commit suicide in the apartment above hers,How does Bette meet Steinbock ?,he attempts to commit suicide in an apartment near hers .,she comes upon him trying to commit suicide in the apartment above hers
13470,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,What causes Baron Hulot to go into debt?,spending money on Valerie,Valeried and previous debts ,What causes Baron Hulot to go into debt ?,spending money on Valerie,Valeried and previous debts
13471,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Why does Valerie swear vengeance on the Hulots?,"Hortense marries Steinbock, depriving Valerie of his company",For money,Why does Valerie swear vengeance on the Hulots ?,"Hortense marries Steinbock , depriving Valerie of his company",For money
13472,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,What deal does the Marshal make with Bette?,he will marry her if she gives him information about his brother's affairs,Marshal promises to marry Bette if she provided detail of his brother infidelity.,What deal does the Marshal make with Bette ?,he will marry her if she gives him information about his brother s affairs,Marshal promises to marry Bette if she provided detail of his brother infidelity .
13473,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,How do Crevel and Valerie die?,Baron Hulot poisons them,Poisoned by Baron,How do Crevel and Valerie die ?,Baron Hulot poisons them,Poisoned by Baron
13474,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who does Baron Hulot marry after Adeline dies?,Agathe,Agathe,Who does Baron Hulot marry after Adeline dies ?,Agathe,Agathe
13475,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,"How many novels are in this set, and which one is this from?",There are three and it's from the first.,There are three novels in this set and this is the first out of three.,"How many novels are in this set , and which one is this from ?",There are three and it s from the first .,There are three novels in this set and this is the first out of three .
13476,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,What is the name of Adeline Hulot's husband?,His name is Baron Hector Hulot.,Hector Hulot,What is the name of Adeline Hulot s husband ?,His name is Baron Hector Hulot .,Hector Hulot
13477,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,What is the name of Adeline's cousin?,Her name Bette.,Bette,What is the name of Adeline s cousin ?,Her name Bette .,Bette
13478,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,How old is Bette and is she married?,She is 42 and not married.,42 and unmarried,How old is Bette and is she married ?,She is 42 and not married .,42 and unmarried
13479,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who convinces Johann Fischer to embezzle money and why?,Baron Hector Hulot because of debt due to his lavish spending on his affairs.,Baron Hulot,Who convinces Johann Fischer to embezzle money and why ?,Baron Hector Hulot because of debt due to his lavish spending on his affairs .,Baron Hulot
13480,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,What shatters Bette's happiness at the end of the introduction?,Hortense Hulot marries Wenceslas Steinbock.,Hulot marries Steinbock,What shatters Bette s happiness at the end of the introduction ?,Hortense Hulot marries Wenceslas Steinbock .,Hulot marries Steinbock
13481,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who promises to marry Bette?,"""The Mashal"" who is Baron Hulot's brother.","the Marshal, Baron Hulot's brother.",Who promises to marry Bette ?,The Mashal who is Baron Hulot s brother .,"the Marshal , Baron Hulot s brother ."
13482,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who is Valerie?,The wife of the War Department clerk Marneffe.,Wife of Merfne,Who is Valerie ?,The wife of the War Department clerk Marneffe .,Wife of Merfne
13483,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Which lover does Valerie tell she is pregnant?,All of them.,all of them,Which lover does Valerie tell she is pregnant ?,All of them .,all of them
13484,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who does Baron Hulot poison?,Crevel and Valarie get poisoned.,"Baron Hulot doesn't poison anyone, but Baron Montes poisons Valerie and Celestin Crevel",Who does Baron Hulot poison ?,Crevel and Valarie get poisoned .,"Baron Hulot does n't poison anyone , but Baron Montes poisons Valerie and Celestin Crevel"
13485,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who is Victorin married to?,Celestine.,Celestine,Who is Victorin married to ?,Celestine .,Celestine
13486,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Where is Wenceslas Steinbock from?,Poland.,Poland,Where is Wenceslas Steinbock from ?,Poland .,Poland
13487,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who does Baron Hulot set up a house for?,Valerie and her Husband.,Valerie and M Marneffe,Who does Baron Hulot set up a house for ?,Valerie and her Husband .,Valerie and M Marneffe
13488,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Where does Johann Fischer embezzle funds from?,The War Department outpost in Algiers.,The War Department,Where does Johann Fischer embezzle funds from ?,The War Department outpost in Algiers .,The War Department
13489,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,What is Baron Hulot's brother known as?,The Marshal.,"""le marechal""",What is Baron Hulot s brother known as ?,The Marshal .,le marechal
13490,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,How does Valerie's pregnancy end?,Her baby is stillborn.,Stillborn child,How does Valerie s pregnancy end ?,Her baby is stillborn .,Stillborn child
13491,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who poisons Valerie and Crevel?,Baron Hulot.,Baron,Who poisons Valerie and Crevel ?,Baron Hulot .,Baron
13492,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who does Hulot marry after his wife dies?,Agathe.,Agathe,Who does Hulot marry after his wife dies ?,Agathe .,Agathe
13493,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,What is Agathe's job?,A kitchen maid.,kitchen maid,What is Agathe s job ?,A kitchen maid .,kitchen maid
13494,9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who marriese Hortense Hulot?,Wenceslas Steinbock.,Steinbock,Who marriese Hortense Hulot ?,Wenceslas Steinbock .,Steinbock
13972,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,Whose wedding was Emma Woodhouse attending in the beginning of the story?,"Emma Woodhouse was attending the wedding of her friend Miss Taylor, who was getting married to Mr.Weston.",Miss Taylor.,Whose wedding was Emma Woodhouse attending in the beginning of the story ?,"Emma Woodhouse was attending the wedding of her friend Miss Taylor , who was getting married to Mr.Weston .",Miss Taylor .
13973,a0dad21d83efe7d9865b299a3f8b343ff50ff7a5,train,What was Emma's plan with Harriet? ,Emma planned to persuade Harriet to reject the marriage proposal from Robert and to match her with Mr.Elton.,"to get her married to Mr. Elton, the vicar",What was Emma s plan with Harriet ?,Emma planned to persuade Harriet to reject the marriage proposal from Robert and to match her with Mr.Elton .,"to get her married to Mr. Elton , the vicar"
